Date,Open,High,Low,Close,Volume
22/2/2024,183.48,184.96,182.46,184.37,52292208
23/2/2024,185.01,185.04,182.23,182.52,45119677
26/2/2024,182.24,182.76,180.65,181.16,40867421
27/2/2024,181.1,183.92,179.56,182.63,54318851
28/2/2024,182.51,183.12,180.13,181.42,48953939
29/2/2024,181.27,182.57,179.53,180.75,136682597
1/3/2024,179.55,180.53,177.38,179.66,73563082
4/3/2024,176.15,176.9,173.79,175.1,81510101
5/3/2024,170.76,172.04,169.62,170.12,95132355
6/3/2024,171.06,171.24,168.68,169.12,68587707
7/3/2024,169.15,170.73,168.49,169,71765061
8/3/2024,169,173.7,168.94,170.73,76267041
11/3/2024,172.94,174.38,172.05,172.75,60139473
12/3/2024,173.15,174.03,171.01,173.23,59825372
13/3/2024,172.77,173.19,170.76,171.13,52488692
14/3/2024,172.91,174.31,172.05,173,72913507
15/3/2024,171.17,172.62,170.29,172.62,121752699
18/3/2024,175.57,177.71,173.52,173.72,75604184
19/3/2024,174.34,176.61,173.03,176.08,55215244
20/3/2024,175.72,178.67,175.09,178.67,53423102
21/3/2024,177.05,177.49,170.84,171.37,106181270
22/3/2024,171.76,173.05,170.06,172.28,71160138
25/3/2024,170.57,171.94,169.45,170.85,54288328
26/3/2024,170,171.42,169.58,169.71,57388449
27/3/2024,170.41,173.6,170.11,173.31,60273265
28/3/2024,171.75,172.23,170.51,171.48,65672690
1/4/2024,171.19,171.25,169.48,170.03,46240500
2/4/2024,169.08,169.34,168.23,168.84,49329481
3/4/2024,168.79,170.68,168.58,169.65,47691715
4/4/2024,170.29,171.92,168.82,168.82,53704386
5/4/2024,169.59,170.39,168.95,169.58,42104826
8/4/2024,169.03,169.2,168.24,168.45,37425513
9/4/2024,168.7,170.08,168.35,169.67,42451209
10/4/2024,168.8,169.09,167.11,167.78,49709336
11/4/2024,168.34,175.46,168.16,175.04,91070275
12/4/2024,174.26,178.36,174.21,176.55,101670886
15/4/2024,175.36,176.63,172.5,172.69,73531773
16/4/2024,171.75,173.76,168.27,169.38,73711235
17/4/2024,169.61,170.65,168,168,50901210
18/4/2024,168.03,168.64,166.55,167.04,43122903
19/4/2024,166.21,166.4,164.08,165,68149377
22/4/2024,165.52,167.26,164.77,165.84,48116443
23/4/2024,165.35,167.05,164.92,166.9,49537761
24/4/2024,166.54,169.3,166.21,169.02,48251835
25/4/2024,169.53,170.61,168.15,169.89,50558329
26/4/2024,169.88,171.34,169.18,169.3,44838354
29/4/2024,173.37,176.03,173.1,173.5,68169419
30/4/2024,173.33,174.99,170,170.33,65934776
1/5/2024,169.58,172.71,169.11,169.3,50383147
2/5/2024,172.51,173.42,170.89,173.03,94214915
3/5/2024,186.65,187,182.66,183.38,163224109
6/5/2024,182.35,184.2,180.42,181.71,78569667
7/5/2024,183.45,184.9,181.32,182.4,77305771
8/5/2024,182.85,183.07,181.45,182.74,45057087
9/5/2024,182.56,184.66,182.11,184.57,48982972
10/5/2024,184.9,185.09,182.13,183.05,50759496
13/5/2024,185.44,187.1,184.62,186.28,72044809
14/5/2024,187.51,188.3,186.29,187.43,52393619
15/5/2024,187.91,190.65,187.37,189.72,70399988
16/5/2024,190.47,191.1,189.66,189.84,52845230
17/5/2024,189.51,190.81,189.18,189.87,41282925
20/5/2024,189.35,191.92,189.01,191.04,44361275
21/5/2024,191.09,192.73,190.92,192.35,42309401
22/5/2024,192.27,192.82,190.27,190.9,34648547
23/5/2024,190.98,191,186.63,186.88,51005924
24/5/2024,188.82,190.58,188.04,189.98,36326975
28/5/2024,191.51,193,189.1,189.99,52280051
29/5/2024,189.61,192.25,189.51,190.29,53068016
30/5/2024,190.76,192.18,190.63,191.29,49947941
31/5/2024,191.44,192.57,189.91,192.25,75158277
3/6/2024,192.9,194.99,192.52,194.03,50080539
4/6/2024,194.64,195.32,193.03,194.35,47471445
5/6/2024,195.4,196.9,194.87,195.87,54156785
6/6/2024,195.69,196.5,194.17,194.48,41181753
7/6/2024,194.65,196.94,194.14,196.89,53103912
10/6/2024,196.9,197.3,192.15,193.12,97262077
11/6/2024,193.65,207.16,193.63,207.15,172373296
12/6/2024,207.37,220.2,206.9,213.07,198134293
13/6/2024,214.74,216.75,211.6,214.24,97862729
14/6/2024,213.85,215.17,211.3,212.49,70122748
17/6/2024,213.37,218.95,212.72,216.67,93728300
18/6/2024,217.59,218.63,213,214.29,79943254
20/6/2024,213.93,214.24,208.85,209.68,86172451
21/6/2024,210.39,211.89,207.11,207.49,246421353
24/6/2024,207.72,212.7,206.59,208.14,80727006
25/6/2024,209.15,211.38,208.61,209.07,56713868
26/6/2024,211.5,214.86,210.64,213.25,66213186
27/6/2024,214.69,215.74,212.35,214.1,49772707
28/6/2024,215.77,216.07,210.3,210.62,82542718
1/7/2024,212.09,217.51,211.92,216.75,60402929
2/7/2024,216.15,220.38,215.1,220.27,58046178
3/7/2024,220,221.55,219.03,221.55,37369801
5/7/2024,221.65,226.45,221.65,226.34,60412408
8/7/2024,227.09,227.85,223.25,227.82,59085861
9/7/2024,227.93,229.4,226.37,228.68,48169822
10/7/2024,229.3,233.08,229.25,232.98,62627687
11/7/2024,231.39,232.39,225.77,227.57,64710617
12/7/2024,228.92,232.64,228.68,230.54,53046527
15/7/2024,236.48,237.23,233.09,234.4,62631252
16/7/2024,235,236.27,232.33,234.82,43234278
17/7/2024,229.45,231.46,226.64,228.88,57345884
18/7/2024,230.28,230.44,222.27,224.18,66034585
19/7/2024,224.82,226.8,223.28,224.31,49151453
22/7/2024,227.01,227.78,223.09,223.96,48201835
23/7/2024,224.37,226.94,222.68,225.01,39960260
24/7/2024,224,224.8,217.13,218.54,61777576
25/7/2024,218.93,220.85,214.62,217.49,51391199
26/7/2024,218.7,219.49,216.01,217.96,41601345
29/7/2024,216.96,219.3,215.75,218.24,36311778
30/7/2024,219.19,220.33,216.12,218.8,41643840
31/7/2024,221.44,223.82,220.63,222.08,50036262
1/8/2024,224.37,224.48,217.02,218.36,62500996
2/8/2024,219.15,225.6,217.71,219.86,105568560
5/8/2024,199.09,213.5,196,209.27,119548589
6/8/2024,205.3,209.99,201.07,207.23,69660488
7/8/2024,206.9,213.64,206.39,209.82,63516417
8/8/2024,213.11,214.2,208.83,213.31,47161149
9/8/2024,212.1,216.78,211.97,216.24,42201646
12/8/2024,216.07,219.51,215.6,217.53,38028092
13/8/2024,219.01,221.89,219.01,221.27,44155331
14/8/2024,220.57,223.03,219.7,221.72,41960574
15/8/2024,224.6,225.35,222.76,224.72,46414013
16/8/2024,223.92,226.83,223.65,226.05,44340240
19/8/2024,225.72,225.99,223.04,225.89,40687813
20/8/2024,225.77,227.17,225.45,226.51,30299033
21/8/2024,226.52,227.98,225.05,226.4,34765480
22/8/2024,227.79,228.34,223.9,224.53,43695321
23/8/2024,225.66,228.22,224.33,226.84,38677250
26/8/2024,226.76,227.28,223.89,227.18,30602208
27/8/2024,226,228.85,224.89,228.03,35934559
28/8/2024,227.92,229.86,225.68,226.49,38052167
29/8/2024,230.1,232.92,228.88,229.79,51906297
30/8/2024,230.19,230.4,227.48,229,52990770
3/9/2024,228.55,229,221.17,222.77,50190574
4/9/2024,221.66,221.78,217.48,220.85,43840196
5/9/2024,221.63,225.48,221.52,222.38,36615398
6/9/2024,223.95,225.24,219.77,220.82,48423011
9/9/2024,220.82,221.27,216.71,220.91,67179965
10/9/2024,218.92,221.48,216.73,220.11,51591033
11/9/2024,221.46,223.09,217.89,222.66,44587072
12/9/2024,222.5,223.55,219.82,222.77,37498225
13/9/2024,223.58,224.04,221.91,222.5,36766619
16/9/2024,216.54,217.22,213.92,216.32,59357427
17/9/2024,215.75,216.9,214.5,216.79,45519339
18/9/2024,217.55,222.71,217.54,220.69,59894928
19/9/2024,224.99,229.82,224.63,228.87,66781315
20/9/2024,229.97,233.09,227.62,228.2,318679888
23/9/2024,227.34,229.45,225.81,226.47,54146023
24/9/2024,228.65,229.35,225.73,227.37,43556068
25/9/2024,224.93,227.29,224.02,226.37,42308715
26/9/2024,227.3,228.5,225.41,227.52,36636707
27/9/2024,228.46,229.52,227.3,227.79,34025967
30/9/2024,230.04,233,229.65,233,54793391
1/10/2024,229.52,229.65,223.74,226.21,63285048
2/10/2024,225.89,227.37,223.02,226.78,32880605
3/10/2024,225.14,226.81,223.32,225.67,34044158
4/10/2024,227.9,228,224.13,226.8,37345098
7/10/2024,224.5,225.69,221.33,221.69,39505354
8/10/2024,224.3,225.98,223.25,225.77,31855693
9/10/2024,225.23,229.75,224.83,229.54,33591091
10/10/2024,227.78,229.5,227.17,229.04,28183544
11/10/2024,229.3,229.41,227.34,227.55,31759188
14/10/2024,228.7,231.73,228.6,231.3,39882085
15/10/2024,233.61,237.49,232.37,233.85,64751367
16/10/2024,231.6,232.12,229.84,231.78,34082240
17/10/2024,233.43,233.85,230.52,232.15,32993810
18/10/2024,236.18,236.18,234.01,235,46431472
21/10/2024,234.45,236.85,234.45,236.48,36254470
22/10/2024,233.89,236.22,232.6,235.86,38846578
23/10/2024,234.08,235.14,227.76,230.76,52286979
24/10/2024,229.98,230.82,228.41,230.57,31109503
25/10/2024,229.74,233.22,229.57,231.41,38802304
28/10/2024,233.32,234.73,232.55,233.4,36087134
29/10/2024,233.1,234.33,232.32,233.67,35417247
30/10/2024,232.61,233.47,229.55,230.1,47070907
31/10/2024,229.34,229.83,225.37,225.91,64370086
1/11/2024,220.97,225.35,220.27,222.91,65276741
4/11/2024,220.99,222.79,219.71,222.01,44944468
5/11/2024,221.8,223.95,221.14,223.45,28111338
6/11/2024,222.61,226.07,221.19,222.72,54561121
7/11/2024,224.63,227.88,224.57,227.48,42137691
8/11/2024,227.17,228.66,226.41,226.96,38328824
11/11/2024,225,225.7,221.5,224.23,42005602
12/11/2024,224.55,225.59,223.36,224.23,40398299
13/11/2024,224.01,226.65,222.76,225.12,48566217
14/11/2024,225.02,228.87,225,228.22,44923941
15/11/2024,226.4,226.92,224.27,225,47923696
18/11/2024,225.25,229.74,225.17,228.02,44686020
19/11/2024,226.98,230.16,226.66,228.28,36211774
20/11/2024,228.06,229.93,225.89,229,35169566
21/11/2024,228.88,230.16,225.71,228.52,42108327
22/11/2024,228.06,230.72,228.06,229.87,38168252
25/11/2024,231.46,233.25,229.74,232.87,90152832
26/11/2024,233.33,235.57,233.33,235.06,45986189
27/11/2024,234.47,235.69,233.81,234.93,33498439
29/11/2024,234.81,237.81,233.97,237.33,28481377
2/12/2024,237.27,240.79,237.16,239.59,48137103
3/12/2024,239.81,242.76,238.9,242.65,38861017
4/12/2024,242.87,244.11,241.25,243.01,44383935
5/12/2024,243.99,244.54,242.13,243.04,40033878
6/12/2024,242.91,244.63,242.08,242.84,36870619
9/12/2024,241.83,247.24,241.75,246.75,44649232
10/12/2024,246.89,248.21,245.34,247.77,36914806
11/12/2024,247.96,250.8,246.26,246.49,45205814
12/12/2024,246.89,248.74,245.68,247.96,32777532
13/12/2024,247.82,249.29,246.24,248.13,33155290
16/12/2024,247.99,251.38,247.65,251.04,51694753
17/12/2024,250.08,253.83,249.78,253.48,51356360
18/12/2024,252.16,254.28,247.74,248.05,56774101
19/12/2024,247.5,252,247.09,249.79,60882264
20/12/2024,248.04,255,245.69,254.49,147495267
23/12/2024,254.77,255.65,253.45,255.27,40858774
24/12/2024,255.49,258.21,255.29,258.2,23234705
26/12/2024,258.19,260.1,257.63,259.02,27262983
27/12/2024,257.83,258.7,253.06,255.59,42355321
30/12/2024,252.23,253.5,250.75,252.2,35557542
31/12/2024,252.44,253.28,249.43,250.42,39480718
2/1/2025,248.93,249.1,241.82,243.85,55740731
3/1/2025,243.36,244.18,241.89,243.36,40244114
6/1/2025,244.31,247.33,243.2,245,45045571
7/1/2025,242.98,245.55,241.35,242.21,40855960
8/1/2025,241.92,243.71,240.05,242.7,37628940
10/1/2025,240.01,240.16,233,236.85,61710856
13/1/2025,233.53,234.67,229.72,234.4,49630725
14/1/2025,234.75,236.12,232.47,233.28,39435294
15/1/2025,234.64,238.96,234.43,237.87,39831969
16/1/2025,237.35,238.01,228.03,228.26,71759052
17/1/2025,232.12,232.29,228.48,229.98,68488301
21/1/2025,224,224.42,219.38,222.64,98070429
22/1/2025,219.79,224.12,219.79,223.83,64126500
23/1/2025,224.74,227.03,222.3,223.66,60234760
24/1/2025,224.78,225.63,221.41,222.78,54697907
27/1/2025,224.02,232.15,223.98,229.86,94863418
28/1/2025,230.85,240.19,230.81,238.26,75707569
29/1/2025,234.12,239.86,234.01,239.36,45486100
30/1/2025,238.67,240.79,237.21,237.59,55658279
31/1/2025,247.19,247.19,233.44,236,101075128
3/2/2025,229.99,231.83,225.7,228.01,73063301
4/2/2025,227.25,233.13,226.65,232.8,45067301
5/2/2025,228.53,232.67,228.27,232.47,39664989
6/2/2025,231.29,233.8,230.43,233.22,29925349
7/2/2025,232.6,234,227.26,227.63,39707224
10/2/2025,229.57,230.59,227.2,227.65,33115645
11/2/2025,228.2,235.23,228.13,232.62,53718362
12/2/2025,231.2,236.96,230.68,236.87,45243292
13/2/2025,236.91,242.34,235.57,241.53,53614054
14/2/2025,241.25,245.55,240.99,244.6,40896227
18/2/2025,244.15,245.18,241.84,244.47,48822491
19/2/2025,244.66,246.01,243.16,244.87,32204215
20/2/2025,244.94,246.78,244.29,245.83,32316907
21/2/2025,245.95,248.69,245.22,245.55,53197431
24/2/2025,244.93,248.86,244.42,247.1,51326396
25/2/2025,248,250,244.91,247.04,48013272
26/2/2025,244.33,244.98,239.13,240.36,44433564
27/2/2025,239.41,242.46,237.06,237.3,41153639
28/2/2025,236.95,242.09,230.2,241.84,56833360
3/3/2025,241.79,244.03,236.11,238.03,47183985
4/3/2025,237.71,240.07,234.68,235.93,53798062
5/3/2025,235.42,236.55,229.23,235.74,47227643
6/3/2025,234.44,237.86,233.16,235.33,45170419
7/3/2025,235.11,241.37,234.76,239.07,46273565
10/3/2025,235.54,236.16,224.22,227.48,72071197
11/3/2025,223.81,225.84,217.45,220.84,76137410
12/3/2025,220.14,221.75,214.91,216.98,62547467
13/3/2025,215.95,216.84,208.42,209.68,61368330
14/3/2025,211.25,213.95,209.58,213.49,60107582
17/3/2025,213.31,215.22,209.97,214,48073426
18/3/2025,214.16,215.15,211.49,212.69,42432426
19/3/2025,214.22,218.76,213.75,215.24,54385391
20/3/2025,213.99,217.49,212.22,214.1,48862947
21/3/2025,211.56,218.84,211.28,218.27,94127768
24/3/2025,221,221.48,218.58,220.73,44299483
25/3/2025,220.77,224.1,220.08,223.75,34493583
26/3/2025,223.51,225.02,220.47,221.53,34532656
27/3/2025,221.39,224.99,220.56,223.85,37094774
28/3/2025,221.67,223.81,217.68,217.9,39818617
31/3/2025,217.01,225.62,216.23,222.13,65299321
1/4/2025,219.81,223.68,218.9,223.19,36412740
2/4/2025,221.32,225.19,221.02,223.89,35905904
3/4/2025,205.54,207.49,201.25,203.19,103419006
4/4/2025,193.89,199.88,187.34,188.38,125910913
7/4/2025,177.2,194.15,174.62,181.46,160466286
8/4/2025,186.7,190.34,169.21,172.42,120859491
9/4/2025,171.95,200.61,171.89,198.85,184395885
10/4/2025,189.07,194.78,183,190.42,121879981
11/4/2025,186.1,199.54,186.06,198.15,87435915
14/4/2025,211.44,212.94,201.16,202.52,101352911
15/4/2025,201.86,203.51,199.8,202.14,51343872
16/4/2025,198.36,200.7,192.37,194.27,59732423
17/4/2025,197.2,198.83,194.42,196.98,52164675
21/4/2025,193.27,193.8,189.81,193.16,46742537
22/4/2025,196.12,201.59,195.97,199.74,52976371
23/4/2025,206,208,202.8,204.6,52929165
24/4/2025,204.89,208.83,202.94,208.37,47310989
25/4/2025,206.37,209.75,206.2,209.28,38222258
28/4/2025,210,211.5,207.46,210.14,38743074
29/4/2025,208.69,212.24,208.37,211.21,36827633
30/4/2025,209.3,213.58,206.67,212.5,52286454
1/5/2025,209.08,214.56,208.9,213.32,57365675
2/5/2025,206.09,206.99,202.16,205.35,101010621
5/5/2025,203.1,204.1,198.21,198.89,69018452
6/5/2025,198.21,200.65,197.02,198.51,51216482
7/5/2025,199.17,199.44,193.25,196.25,68616943
8/5/2025,197.72,200.05,194.68,197.49,50478872
9/5/2025,199,200.54,197.54,198.53,36453923
12/5/2025,210.97,211.27,206.75,210.79,63775814
13/5/2025,210.43,213.4,209,212.93,51909332
14/5/2025,212.43,213.94,210.58,212.33,49325825
15/5/2025,210.95,212.96,209.54,211.45,45029473
16/5/2025,212.36,212.57,209.77,211.26,54737850
19/5/2025,207.91,209.48,204.26,208.78,46140527
20/5/2025,207.67,208.47,205.03,206.86,42496635
21/5/2025,205.17,207.04,200.71,202.09,59211774
22/5/2025,205.17,207.04,200.71,202.09,1536434
23/5/2025,193.67,197.7,193.46,195.27,78432918
27/5/2025,198.3,200.74,197.43,200.21,56288475
28/5/2025,200.59,202.73,199.9,200.42,45339678
29/5/2025,203.58,203.81,198.51,199.95,51477938
30/5/2025,199.37,201.96,196.78,200.85,70819942
2/6/2025,200.28,202.13,200.12,201.7,35423294
3/6/2025,201.35,203.77,200.96,203.27,46381567
4/6/2025,202.91,206.24,202.1,202.82,43603985
5/6/2025,203.5,204.75,200.15,200.63,55221235
6/6/2025,203,205.7,202.05,203.92,46607693
9/6/2025,204.39,206,200.02,201.45,72862557
10/6/2025,200.6,204.35,200.57,202.67,54672608
11/6/2025,203.5,204.5,198.41,198.78,60989857
12/6/2025,199.08,199.68,197.36,199.2,43904635
13/6/2025,199.73,200.37,195.7,196.45,51447349
16/6/2025,197.3,198.69,196.56,198.42,43020691
17/6/2025,197.2,198.39,195.21,195.64,38856152
18/6/2025,195.94,197.57,195.07,196.58,45394689
20/6/2025,198.24,201.7,196.86,201,96813542
23/6/2025,201.63,202.3,198.96,201.5,55814272
24/6/2025,202.59,203.44,200.2,200.3,54064033
25/6/2025,201.45,203.67,200.62,201.56,39525730
26/6/2025,201.43,202.64,199.46,201,50799121
27/6/2025,201.89,203.22,200,201.08,73188571
30/6/2025,202.01,207.39,199.26,205.17,91912816
1/7/2025,206.67,210.19,206.14,207.82,78788867
2/7/2025,208.91,213.34,208.14,212.44,67941811
3/7/2025,212.15,214.65,211.81,213.55,34955836
7/7/2025,212.68,216.23,208.8,209.95,50228984
8/7/2025,210.1,211.43,208.45,210.01,42848928
9/7/2025,209.53,211.33,207.22,211.14,48749367
10/7/2025,210.51,213.48,210.03,212.41,44443635
11/7/2025,210.57,212.13,209.86,211.16,39765812
14/7/2025,209.93,210.91,207.54,208.62,38840111
15/7/2025,209.22,211.89,208.92,209.11,42296339
16/7/2025,210.3,212.4,208.64,210.16,47490532
17/7/2025,210.57,211.8,209.59,210.02,48068141
18/7/2025,210.87,211.79,209.7,211.18,48974591
21/7/2025,212.1,215.78,211.63,212.48,51377434
22/7/2025,213.14,214.95,212.23,214.4,46404072
23/7/2025,215,215.15,212.41,214.15,46989301
24/7/2025,213.9,215.69,213.53,213.76,46022620
25/7/2025,214.7,215.24,213.4,213.88,40268781
28/7/2025,214.03,214.85,213.06,214.05,37858017
29/7/2025,214.18,214.81,210.82,211.27,51411723
30/7/2025,211.9,212.39,207.72,209.05,45512514
31/7/2025,208.49,209.84,207.16,207.57,80698431
1/8/2025,210.87,213.58,201.5,202.38,104434473
4/8/2025,204.51,207.88,201.68,203.35,75109298
5/8/2025,203.4,205.34,202.16,202.92,44155079
6/8/2025,205.63,215.38,205.59,213.25,108483103
7/8/2025,218.88,220.85,216.58,220.03,90224834
8/8/2025,220.83,231,219.25,229.35,113853967
11/8/2025,227.92,229.56,224.76,227.18,61806132
12/8/2025,228.01,230.8,227.07,229.65,55672301
13/8/2025,231.07,235,230.43,233.33,69878546
14/8/2025,234.06,235.12,230.85,232.78,51916275
15/8/2025,234,234.28,229.34,231.59,56038657
18/8/2025,231.7,233.12,230.11,230.89,37476188
19/8/2025,231.28,232.87,229.35,230.56,39402564
20/8/2025,229.98,230.47,225.77,226.01,42263865
21/8/2025,226.27,226.52,223.78,224.9,30621249
22/8/2025,226.17,229.09,225.41,227.76,42477811
25/8/2025,226.48,229.3,226.23,227.16,30983133
26/8/2025,226.87,229.49,224.69,229.31,54575107
27/8/2025,228.61,230.9,228.26,230.49,31259513
28/8/2025,230.82,233.41,229.34,232.56,38074700
29/8/2025,232.51,233.38,231.37,232.14,39418437
2/9/2025,229.25,230.85,226.97,229.72,44075638
3/9/2025,237.21,238.85,234.36,238.47,66427835
4/9/2025,238.45,239.9,236.74,239.78,47549429
5/9/2025,240,241.32,238.49,239.69,54870397
8/9/2025,239.3,240.15,236.34,237.88,48999495
9/9/2025,237,238.78,233.36,234.35,66313918
10/9/2025,232.19,232.42,225.95,226.79,83440810
11/9/2025,226.88,230.45,226.65,230.03,50208578
12/9/2025,229.22,234.51,229.02,234.07,55824216
15/9/2025,237,238.19,235.03,236.7,42699524
16/9/2025,237.18,241.22,236.32,238.15,63421099
17/9/2025,238.97,240.1,237.73,238.99,46508017
18/9/2025,239.97,241.2,236.65,237.88,44249576
19/9/2025,241.23,246.3,240.21,245.5,163741314
22/9/2025,248.3,256.64,248.12,256.08,105517416
23/9/2025,255.88,257.34,253.58,254.43,60275187
24/9/2025,255.22,255.74,251.04,252.31,42303710
25/9/2025,253.21,257.17,251.71,256.87,55202075
26/9/2025,254.1,257.6,253.78,255.46,46076258
29/9/2025,254.56,255,253.01,254.43,40127687
30/9/2025,254.86,255.92,253.11,254.63,37704259
1/10/2025,255.04,258.79,254.93,255.45,48713940
2/10/2025,256.58,258.18,254.15,257.13,42630239
3/10/2025,254.67,259.24,253.95,258.02,49155614
6/10/2025,257.99,259.07,255.05,256.69,44664118
7/10/2025,256.81,257.4,255.43,256.48,31955776
8/10/2025,256.52,258.52,256.11,258.06,36496895
9/10/2025,257.81,258,253.14,254.04,38322012
10/10/2025,254.94,256.38,244,245.27,61999098
13/10/2025,249.38,249.69,245.56,247.66,38142942
14/10/2025,246.6,248.85,244.7,247.77,35477986
15/10/2025,249.49,251.82,247.47,249.34,33893611
16/10/2025,248.25,249.04,245.13,247.45,39776974
17/10/2025,248.02,253.38,247.27,252.29,49146961
20/10/2025,255.89,264.38,255.63,262.24,90483029
21/10/2025,261.88,265.29,261.83,262.77,46695948
22/10/2025,262.65,262.85,255.43,258.45,45015254
23/10/2025,259.94,260.62,258.01,259.58,32754941
24/10/2025,261.19,264.13,259.18,262.82,38253717
27/10/2025,264.88,269.12,264.65,268.81,44888152
28/10/2025,268.99,269.89,268.15,269,41534759
29/10/2025,269.27,271.41,267.11,269.7,51086742
30/10/2025,271.99,274.14,268.48,271.4,69886534
31/10/2025,276.99,277.32,269.16,270.37,86167123
3/11/2025,270.42,270.85,266.25,269.05,50194583
4/11/2025,268.33,271.49,267.62,270.04,49274846
5/11/2025,268.61,271.7,266.93,270.14,43683072
6/11/2025,267.89,273.4,267.89,269.77,51204045
7/11/2025,269.8,272.29,266.77,268.47,48227365
10/11/2025,268.96,273.73,267.46,269.43,41312412
11/11/2025,269.81,275.91,269.8,275.25,46208318
12/11/2025,275,275.73,271.7,273.47,48397982
13/11/2025,274.11,276.7,272.09,272.95,49602794
14/11/2025,271.05,275.96,269.6,272.41,47431331
17/11/2025,268.82,270.49,265.73,267.46,45018260
18/11/2025,269.99,270.71,265.32,267.44,45677278
19/11/2025,265.52,272.21,265.5,268.56,40424492
20/11/2025,270.83,275.43,265.92,266.25,45823568
21/11/2025,265.95,273.33,265.67,271.49,59030832
24/11/2025,270.9,277,270.9,275.92,65585796
25/11/2025,275.27,280.38,275.25,276.97,46914220
26/11/2025,276.96,279.53,276.63,277.55,33431423
28/11/2025,277.26,279,275.99,278.85,20135620
1/12/2025,278.01,283.42,276.14,283.1,46587722
2/12/2025,283,287.4,282.63,286.19,53669532
3/12/2025,286.2,288.62,283.3,284.15,43538687
4/12/2025,284.1,284.73,278.59,280.7,43989056
5/12/2025,280.54,281.14,278.05,278.78,47265845
8/12/2025,278.13,279.67,276.15,277.89,38211832
9/12/2025,278.16,280.03,276.92,277.18,32193256
10/12/2025,277.75,279.75,276.44,278.78,33038318
11/12/2025,279.1,279.59,273.81,278.03,33247986
12/12/2025,277.9,279.22,276.82,278.28,39532887
15/12/2025,280.15,280.15,272.84,274.11,50409078
16/12/2025,272.82,275.5,271.79,274.61,37648628
17/12/2025,275.01,276.16,271.64,271.84,50138743
18/12/2025,273.61,273.63,266.95,272.19,51630721
19/12/2025,272.15,274.6,269.9,273.67,144632048
22/12/2025,272.86,273.88,270.51,270.97,36571827
23/12/2025,270.84,272.5,269.56,272.36,29641999
24/12/2025,272.34,275.43,272.2,273.81,17910574
26/12/2025,274.16,275.37,272.86,273.4,21521802
29/12/2025,272.69,274.36,272.35,273.76,23715213
30/12/2025,272.81,274.08,272.28,273.08,22139617
31/12/2025,273.06,273.68,271.75,271.86,27293639
2/1/2026,272.26,277.84,269,271.01,37838054
5/1/2026,270.64,271.51,266.14,267.26,45647190
6/1/2026,267,267.55,262.12,262.36,52352090
7/1/2026,263.2,263.68,259.81,260.33,48309804
8/1/2026,257.02,259.29,255.7,259.04,50419337
9/1/2026,259.08,260.21,256.22,259.37,39996967
12/1/2026,259.16,261.3,256.8,260.25,45263767
13/1/2026,258.72,261.81,258.39,261.05,45730847
14/1/2026,259.49,261.82,256.71,259.96,40019421
15/1/2026,260.65,261.04,257.05,258.21,39388564
16/1/2026,257.9,258.9,254.93,255.53,72142773
20/1/2026,252.73,254.79,243.42,246.7,80267517
21/1/2026,248.7,251.56,245.18,247.65,54641725
22/1/2026,249.2,251,248.15,248.35,39708340
23/1/2026,247.32,249.41,244.68,248.04,41688982
26/1/2026,251.48,256.56,249.8,255.41,55969234
27/1/2026,259.17,261.95,258.21,258.27,49648271
28/1/2026,257.65,258.86,254.51,256.44,41287971
29/1/2026,258,259.65,254.41,258.28,67253009
30/1/2026,255.17,261.9,252.18,259.48,92443408
2/2/2026,260.03,270.49,259.21,270.01,73913425
3/2/2026,269.2,271.88,267.61,269.48,64394655
4/2/2026,272.29,278.95,272.29,276.49,90545710
5/2/2026,278.13,279.5,273.23,275.91,52977441
6/2/2026,277.12,280.9,276.93,278.12,50453414
9/2/2026,277.9,278.2,271.7,274.62,44623396
10/2/2026,274.89,275.37,272.94,273.68,34376898
11/2/2026,274.7,280.18,274.45,275.5,51931283
12/2/2026,275.59,275.72,260.18,261.73,81077229
13/2/2026,262.01,262.23,255.45,255.78,56290673
17/2/2026,258.05,266.29,255.54,263.88,58469094
18/2/2026,263.6,266.82,262.45,264.35,34203337
19/2/2026,262.6,264.48,260.05,260.58,30845294
20/2/2026,258.97,264.75,258.16,264.58,42070499
23/2/2026,263.49,269.43,263.38,266.18,37037423
24/2/2026,267.86,274.89,267.71,272.14,46640212
25/2/2026,271.78,274.94,271.05,274.23,32901326
26/2/2026,274.95,276.11,270.8,272.95,32020158
27/2/2026,272.81,272.81,262.89,264.18,71865217
2/3/2026,262.41,266.53,260.2,264.72,41615354
3/3/2026,263.48,265.56,260.13,263.75,38009511
4/3/2026,264.65,266.15,261.42,262.52,39272558
5/3/2026,260.79,261.56,257.25,260.29,49183362
6/3/2026,258.63,258.77,254.37,257.46,40506869
9/3/2026,255.69,261.15,253.68,259.88,37993948
10/3/2026,257.65,262.48,256.95,260.83,28555212
11/3/2026,261.09,262.13,259.55,260.81,26218927
12/3/2026,258.66,258.95,254.18,255.76,40794020
13/3/2026,255.48,256.33,249.52,250.12,36929988
16/3/2026,252.11,253.89,249.88,252.82,32074210
17/3/2026,252.96,255.13,252.18,254.23,32361607
18/3/2026,252.63,254.94,249,249.94,35757874
19/3/2026,249.4,251.83,247.3,248.96,34864082
20/3/2026,247.98,249.2,246,247.99,88331081
23/3/2026,253.97,254.6,250.28,251.49,40546109
24/3/2026,250.35,254.83,249.55,251.64,45152289
